customer_id,region,income,debt,loan_amount,loan_purpose,township_flag,load_shedding_hours,transaction_frequency,support_tickets,days_since_last_contact,churned,income_missing,township_flag_missing
CUST_000850,Cape Town,5550.0,3570.495018718737,1704.6467178414878,business,0.0,1.0,6.0,0.0,2.0,1.0,0,0
CUST_012330,Johannesburg,,,,debt_consolidation,1.0,4.0,10.0,0.0,41.0,0.0,1,0
CUST_013731,Johannesburg,,,,debt_consolidation,1.0,7.0,8.0,0.0,0.0,0.0,1,0
CUST_002371,Durban,43281.27769347846,23090.647444671264,38117.02896320027,debt_consolidation,0.0,5.0,14.0,0.0,53.0,1.0,0,0
CUST_000641,Johannesburg,,,,debt_consolidation,0.0,5.0,5.0,2.0,43.0,0.0,1,0
CUST_013516,Cape Town,8080.653395285421,2065.221137325496,4436.873706803543,debt_consolidation,0.0,4.0,3.0,4.0,50.0,0.0,0,0
CUST_002935,Durban,7676.4044879353105,2599.1710971148764,4467.697491292352,debt_consolidation,1.0,4.0,8.0,2.0,44.0,0.0,0,0
CUST_011508,Johannesburg,17528.0,3216.6304857377186,5631.080635919999,consolidation,0.0,3.0,11.0,0.0,74.0,0.0,0,0
CUST_007388,Pretoria,5128.164780629124,12.524039273713452,3004.483499970529,debt_consolidation,0.0,6.0,11.0,0.0,64.0,0.0,0,0
CUST_014821,Johannesburg,,,,education,1.0,4.0,15.0,0.0,79.0,0.0,1,0
CUST_007990,Gqeberha,4466.358776317392,1251.6687975327795,2404.250881649128,debt consolidation,1.0,6.0,12.0,0.0,78.0,0.0,0,0
CUST_004405,Pretoria,7730.432597556121,2139.873563307725,5660.210397269442,car,1.0,7.0,13.0,0.0,48.0,1.0,0,0
CUST_012562,Johannesburg,34521.43317180972,9663.684356900396,4879.003892671519,education,0.0,3.0,11.0,0.0,90.0,1.0,0,0
CUST_005158,Durban,11085.035432636305,6215.167082665062,9213.947339106782,debt_consolidation,0.0,4.0,9.0,0.0,17.0,0.0,0,0
CUST_004304,Cape Town,21023.996293583343,17349.758566109,17678.481690869176,education,0.0,3.0,8.0,0.0,35.0,1.0,0,0
CUST_006460,Johannesburg,,,,home_improvement,1.0,8.0,7.0,0.0,120.0,0.0,1,0
CUST_004669,Durban,,,,debt_consolidation,0.0,5.0,6.0,0.0,10.0,0.0,1,0
CUST_006812,Johannesburg,28337.0,9156.518954206473,11768.455430301778,debt_consolidation,0.0,2.0,6.0,1.0,96.0,0.0,0,0
CUST_003580,Cape Town,5378.71284771518,0.0,3281.890194265114,renovation,0.0,3.0,6.0,0.0,9.0,0.0,0,0
CUST_011656_DUP,Durban,,4598.742431186909,2892.6082935890995,car,0.0,5.0,9.0,1.0,46.0,1.0,1,0
CUST_011721,Johannesburg,,,,home_improvement,1.0,3.0,12.0,0.0,194.0,0.0,1,0
CUST_005666,Durban,3841.0096143355295,1697.0715580235044,1677.7517682082548,debt_consolidation,1.0,12.0,11.0,0.0,65.0,1.0,0,0
CUST_013912,Johannesburg,,,,other,0.0,5.0,5.0,0.0,68.0,0.0,1,0
CUST_014082,Gqeberha,46595.25859517674,13051.868692814029,38752.417787369566,car,0.0,7.0,9.0,0.0,41.0,0.0,0,0
CUST_014055,Johannesburg,,,,education,1.0,6.0,12.0,0.0,133.0,0.0,1,0
CUST_004908,Johannesburg,7145.2077100426,2389.0377348630814,3113.965393362341,business,1.0,6.0,7.0,0.0,13.0,1.0,0,0
CUST_009490,Cape Town,9831.698895062736,4629.942337364977,5420.64074228218,other,1.0,2.0,8.0,1.0,25.0,0.0,0,0
CUST_008065_DUP,Pretoria,,,,debt consolidation,0.0,4.0,9.0,0.0,8.0,0.0,1,0
CUST_009442,Johannesburg,,,,debt_consolidation,0.0,1.0,8.0,0.0,32.0,0.0,1,0
CUST_013741,Johannesburg,13349.664168639192,6288.490515074886,6213.067075038445,debt_consolidation,0.0,1.0,8.0,3.0,88.0,1.0,0,0
CUST_013662,Johannesburg,13344.0,7567.263106171377,8703.04120358265,medical,0.0,5.0,7.0,0.0,49.0,0.0,0,0
CUST_003798,Johannesburg,7775.340201949928,1576.2843215234927,5283.679250467993,debt_consolidation,1.0,11.0,9.0,0.0,29.0,0.0,0,0
CUST_001024,Pretoria,9774.06519274204,2748.753833317427,5135.779123709712,car,0.0,1.0,11.0,0.0,0.0,0.0,0,0
CUST_007438,Johannesburg,17820.0,3676.143349903928,2658.40500940018,home_improvement,1.0,7.0,12.0,0.0,31.0,0.0,0,0
CUST_011687,Johannesburg,30379.46914210204,7180.621123377078,16291.143575140606,home_improvement,1.0,11.0,12.0,0.0,149.0,1.0,0,0
CUST_013837,Pretoria,7782.447870360568,3361.3910227041583,5461.874095589663,debt_consolidation,0.0,4.0,6.0,0.0,11.0,0.0,0,0
CUST_014856,Port Elizabeth,27223.78833549648,10985.342601085047,15734.254189918158,car,0.0,5.0,4.0,1.0,101.0,0.0,0,0
CUST_006312,Cape Town,5892.848497285518,3477.734543405209,2598.4708443296354,education,1.0,7.0,10.0,0.0,71.0,0.0,0,0
CUST_010072,Gqeberha,8141.886585599414,1856.1512953809424,2790.2303386578915,debt consolidation,0.0,1.0,6.0,1.0,128.0,0.0,0,0
CUST_001473,Port Elizabeth,2834.5014587615133,411.4550845371878,1000.0,car,0.0,7.0,10.0,0.0,28.0,0.0,0,0
CUST_000147,Durban,,,,debt_consolidation,1.0,7.0,11.0,5.0,67.0,0.0,1,0
CUST_010750_DUP,Johannesburg,28851.103637225413,8816.601116155856,12668.764527881422,debt_consolidation,0.0,5.0,5.0,0.0,59.0,0.0,0,0
CUST_005549,Johannesburg,,,,debt_consolidate,1.0,10.0,12.0,2.0,17.0,0.0,1,0
CUST_012935,Durban,3962.087616429229,1934.0235999977112,1000.0,debt_consolidation,0.0,3.0,7.0,0.0,66.0,0.0,0,0
CUST_000852,Durban,7905.880675385822,3181.2781755926158,5541.416616208971,other,0.0,5.0,8.0,0.0,46.0,0.0,0,0
CUST_001852,Port Elizabeth,17411.0,6320.687301248979,3844.988237101028,car,0.0,5.0,10.0,0.0,21.0,0.0,0,0
CUST_010411,Durban,23834.72449767369,3525.4339100432417,13452.59673151082,car,0.0,4.0,7.0,0.0,14.0,1.0,0,0
CUST_007619,Pretoria,12836.665439013615,6751.685409324827,10168.7239760138,car,0.0,3.0,12.0,0.0,98.0,0.0,0,0
CUST_010655,Cape Town,,7138.400859998927,5736.35189276141,business,0.0,4.0,4.0,0.0,3.0,0.0,1,0
CUST_005097,Gqeberha,11640.361825599064,4595.933269874487,5519.621063698964,debt_consolidation,0.0,3.0,7.0,0.0,55.0,1.0,0,0
CUST_004409_DUP,Cape Town,20347.860313241647,4539.318544396429,12482.424142313592,business,0.0,5.0,11.0,0.0,213.0,0.0,0,0
CUST_014296_DUP,Durban,15683.8392514446,5671.373470345826,2925.7359956174523,home_improvement,0.0,4.0,7.0,0.0,0.0,0.0,0,0
CUST_008948,Pretoria,,,,debt_consolidation,1.0,4.0,8.0,0.0,22.0,0.0,1,0
CUST_000597,Durban,12867.403594536909,3217.928537600472,4907.747855812584,business,0.0,5.0,3.0,1.0,25.0,1.0,0,0
CUST_003488,Johannesburg,9467.23878155239,2425.8224547750992,4077.32329469154,business,0.0,6.0,7.0,0.0,55.0,0.0,0,0
CUST_009405,Johannesburg,,,,car,1.0,6.0,7.0,0.0,24.0,0.0,1,0
CUST_004196,Johannesburg,,,,car,1.0,5.0,8.0,0.0,68.0,0.0,1,0
CUST_000858,Cape Town,7855.764266082363,5047.098521219058,2131.102404631621,other,0.0,6.0,10.0,0.0,242.0,0.0,0,0
CUST_007050,Cape Town,44551.70567129632,22153.781857237875,21848.906512211157,business,0.0,2.0,9.0,0.0,113.0,0.0,0,0
CUST_011172,Durban,,6544.139839083911,8357.047091688004,car,0.0,6.0,9.0,1.0,55.0,1.0,1,0
CUST_010954,Johannesburg,5922.240260388092,1674.2532453193571,3890.288083989787,debt_consolidation,0.0,5.0,9.0,0.0,30.0,0.0,0,0
CUST_011598,Johannesburg,,,,car,0.0,5.0,7.0,0.0,17.0,0.0,1,0
CUST_001550,Durban,16765.623216303975,8543.482297015622,9683.547964207004,debt_consolidation,0.0,5.0,12.0,1.0,230.0,0.0,0,0
CUST_009394,Durban,10384.823547381748,3403.0631279786357,5231.674328065289,debt_consolidation,0.0,1.0,7.0,0.0,162.0,0.0,0,0
CUST_011415,Cape Town,,,,home_improvement,0.0,4.0,6.0,0.0,16.0,0.0,1,0
CUST_013712,Johannesburg,6133.616907580009,2865.853808019428,2185.30810567288,car,0.0,5.0,8.0,0.0,202.0,0.0,0,0
CUST_004778,Johannesburg,10690.0,241.7839603240548,5345.995870778797,medical,0.0,2.0,6.0,0.0,8.0,0.0,0,0
CUST_000048,Cape Town,7774.087847868514,3054.8191005721137,5791.709597739136,other,0.0,8.0,11.0,0.0,29.0,0.0,0,0
CUST_013806,Johannesburg,35285.64460249494,13529.693418329292,8468.526931280621,business,0.0,3.0,8.0,0.0,17.0,0.0,0,0
CUST_003981,Gqeberha,4932.709922825771,1294.1119374594823,2959.108741240097,debt_consolidation,1.0,8.0,14.0,0.0,65.0,0.0,0,0
CUST_007450,Johannesburg,5060.880410815298,3285.316612068944,1000.0,home_improvement,1.0,6.0,9.0,0.0,40.0,0.0,0,0
CUST_013882,Cape Town,9918.596594366129,3400.564559878531,3975.869870653417,car,1.0,10.0,13.0,0.0,1.0,1.0,0,0
CUST_007917,Durban,,,,education,1.0,3.0,15.0,2.0,15.0,0.0,1,0
CUST_006886,Pretoria,103772.58254368027,69808.5896669389,107873.84027663314,education,0.0,2.0,6.0,5.0,81.0,0.0,0,0
CUST_010112,Johannesburg,33202.272162791734,13040.720850913596,24652.39318706673,business,0.0,2.0,10.0,3.0,68.0,0.0,0,0
CUST_000218,Durban,23675.08751269508,16774.44198335825,6811.604457391344,debt_consolidate,0.0,10.0,9.0,0.0,18.0,1.0,0,0
CUST_011195,Johannesburg,12618.18838291156,4450.102918442907,5016.749804157862,business,0.0,7.0,8.0,0.0,66.0,0.0,0,0
CUST_008722,Durban,6521.769924368471,1221.3955929932251,3795.828319003427,other,0.0,5.0,9.0,2.0,51.0,1.0,0,0
CUST_004785,Cape Town,15677.925642666198,5060.638680714877,7172.389427186056,education,0.0,5.0,13.0,0.0,22.0,0.0,0,0
CUST_011349,Johannesburg,,,,debt_consolidation,1.0,5.0,10.0,0.0,137.0,0.0,1,0
CUST_005409,Johannesburg,5695.240622980997,3782.1575803718606,5193.128085947003,car,1.0,5.0,8.0,0.0,5.0,0.0,0,0
CUST_002696,Cape Town,20481.77461596118,10645.189451022614,9550.317684025884,business,0.0,5.0,8.0,0.0,0.0,1.0,0,0
CUST_013849,Cape Town,5777.423494543647,0.0,2741.803850595952,car_loan,0.0,3.0,8.0,1.0,19.0,0.0,0,0
CUST_000097,Cape Town,11254.66003371471,7960.310854950987,7276.342944351792,business,0.0,2.0,3.0,1.0,17.0,0.0,0,0
CUST_004645,Durban,36392.427848723964,16973.74722292484,13548.361780431149,debt_consolidation,0.0,6.0,7.0,0.0,6.0,0.0,0,0
CUST_007272,Pretoria,,,,other,0.0,4.0,11.0,0.0,51.0,0.0,1,0
CUST_005109,Durban,6070.942640622011,1625.3886673125469,2382.782261660732,debt_consolidation,0.0,6.0,11.0,0.0,250.0,0.0,0,0
CUST_002383,Pretoria,,,,home_improvement,0.0,4.0,6.0,0.0,7.0,0.0,1,0
CUST_012388,Cape Town,4446.500586600104,2277.383928156397,1290.5258248752205,other,0.0,4.0,4.0,0.0,18.0,0.0,0,0
CUST_002055,Gqeberha,18713.075658129364,6458.086432554303,12885.76640576696,car,0.0,4.0,9.0,0.0,10.0,1.0,0,0
CUST_004164,Cape Town,22273.20294910096,7939.384762725405,2823.2401642121376,education,0.0,4.0,8.0,3.0,138.0,0.0,0,0
CUST_001737,Cape Town,7335.838213402831,2738.7686032527736,2195.08614198295,home_improvement,0.0,7.0,4.0,0.0,20.0,0.0,0,0
CUST_013210,Gqeberha,5829.993229931581,1288.5165831106306,4565.993651632182,car,1.0,4.0,10.0,0.0,61.0,1.0,0,0
CUST_004252,Johannesburg,16833.329768992753,5128.959710711348,8407.0218590821,car,0.0,7.0,12.0,0.0,148.0,0.0,0,0
CUST_014108,Johannesburg,3273.1692692659444,1194.773308455062,2111.938715408452,other,1.0,7.0,10.0,3.0,81.0,0.0,0,0
CUST_004359,Cape Town,4218.905009688968,3044.787590861709,2780.3252968219817,business,0.0,5.0,9.0,6.0,156.0,1.0,0,0
CUST_002633,Johannesburg,17601.33171370529,7041.364380652499,9258.302658257244,medical,0.0,4.0,10.0,0.0,14.0,0.0,0,0
CUST_012793,Durban,35788.43727122433,2573.6521943848456,19265.92329314809,home_improvement,0.0,4.0,8.0,0.0,2.0,1.0,0,0
CUST_006305,Cape Town,30805.03526901239,6737.833011446466,16993.2977159012,business,0.0,2.0,7.0,2.0,12.0,0.0,0,0
CUST_006893,Pretoria,,,,education,1.0,2.0,14.0,0.0,94.0,0.0,1,0
CUST_004876,Durban,23428.097088919327,10651.80404037959,9230.18929946296,debt_consolidation,0.0,6.0,8.0,0.0,65.0,0.0,0,0
CUST_000923,Gqeberha,54281.52470232258,22999.484591859196,7475.311294343697,education,0.0,4.0,9.0,1.0,11.0,0.0,0,0
CUST_003243,Cape Town,4637.680623896075,1116.3623348235571,2217.7671981375165,car,0.0,3.0,8.0,0.0,14.0,0.0,0,0
CUST_012196,Cape Town,,,,business,0.0,4.0,9.0,0.0,16.0,0.0,1,0
CUST_005942,Johannesburg,,,,home_improvement,1.0,5.0,9.0,0.0,364.0,0.0,1,0
CUST_005239,Johannesburg,4377.521652126217,1931.9052549881387,3510.021893325404,debt_consolidation,1.0,7.0,11.0,0.0,12.0,0.0,0,0
CUST_002098,Durban,,,,other,0.0,4.0,13.0,1.0,113.0,0.0,1,0
CUST_007145,Pretoria,,,,debt_consolidation,1.0,10.0,11.0,0.0,108.0,0.0,1,0
CUST_001569,Durban,,,,home_improvement,1.0,5.0,8.0,0.0,22.0,0.0,1,0
CUST_008500,Johannesburg,8991.937705511838,1641.2843963018768,4728.469929812,business,0.0,4.0,14.0,0.0,31.0,0.0,0,0
CUST_013985,Pretoria,28860.160016705307,13771.928024924262,10406.931672782966,debt_consolidation,1.0,3.0,16.0,0.0,4.0,1.0,0,0
CUST_010710,Johannesburg,3902.3395458474088,1402.310800635248,1809.1918589390068,car,0.0,2.0,2.0,0.0,38.0,0.0,0,0
CUST_013622,Johannesburg,11198.0,4543.039611784894,6595.43132897701,debt_consolidation,0.0,1.0,6.0,0.0,96.0,0.0,0,0
CUST_013406,Johannesburg,18926.069756266126,7430.481251027567,10229.826627720024,home_improvement,0.0,1.0,7.0,0.0,64.0,0.0,0,0
CUST_001394,Cape Town,14191.499068851928,6960.192466732095,6973.928654742758,debt_consolidation,0.0,4.0,6.0,4.0,15.0,0.0,0,0
CUST_008875,Pretoria,11566.759867499091,3354.26424538882,7289.488403507905,debt_consolidate,1.0,4.0,12.0,0.0,40.0,0.0,0,0
CUST_000073_DUP,Johannesburg,7026.515243007401,3010.905199789901,1570.2848249215026,home_improvement,0.0,3.0,8.0,1.0,37.0,0.0,0,0
CUST_010318,Johannesburg,11559.0,5252.636352787144,5465.074381863875,car,0.0,2.0,15.0,0.0,63.0,0.0,0,0
CUST_002153,Durban,1103.757430301459,404.54625425596936,1000.0,debt_consolidation,1.0,10.0,8.0,5.0,69.0,0.0,0,0
CUST_003178,Port Elizabeth,21465.0,5642.5656993086,9569.257188081336,education,0.0,5.0,8.0,0.0,81.0,0.0,0,0
CUST_010937,Pretoria,9172.717857868216,2404.2958070049312,4543.520580219544,debt_consolidation,0.0,7.0,6.0,0.0,9.0,1.0,0,0
CUST_001839,Pretoria,6218.067630396937,2435.1767142480303,1518.0163387819014,debt_consolidation,0.0,4.0,10.0,3.0,178.0,0.0,0,0
CUST_000079,Cape Town,8483.932131051057,1237.6570509622718,3939.5832362695833,business,0.0,2.0,7.0,0.0,154.0,0.0,0,0
CUST_004486,Durban,,3093.243438394445,3884.9088130902273,car,0.0,5.0,8.0,0.0,28.0,0.0,1,0
CUST_003743,Durban,,,,education,0.0,3.0,4.0,3.0,2.0,0.0,1,0
CUST_001943,Durban,20292.03773886781,11534.426179836824,9630.58649178418,car,0.0,5.0,8.0,0.0,2.0,0.0,0,0
CUST_011383,Durban,12611.13530451061,5392.685410798942,9089.124816726677,car,0.0,2.0,15.0,0.0,61.0,0.0,0,0
CUST_004825,Cape Town,44321.0,8314.583227888566,25575.28311076217,home_improvement,0.0,4.0,8.0,0.0,274.0,0.0,0,0
CUST_014553,Durban,,,,debt_consolidation,0.0,4.0,7.0,0.0,1.0,0.0,1,0
CUST_003293,Cape Town,37982.4302601934,11155.264244141872,24191.78655663395,home_improvement,0.0,2.0,8.0,0.0,204.0,0.0,0,0
CUST_003929,Durban,4291.393410012416,1631.979715104047,1000.0,debt_consolidation,0.0,5.0,7.0,1.0,98.0,0.0,0,0
CUST_013743,Durban,,,,medical,0.0,3.0,8.0,0.0,45.0,0.0,1,0
CUST_010743,Johannesburg,27396.147753498928,10398.647921401978,14320.395897966537,business,0.0,6.0,4.0,0.0,73.0,0.0,0,0
CUST_010863,Johannesburg,7249.711287292525,2361.7598694444687,3670.815877876288,debt_consolidation,1.0,6.0,9.0,2.0,63.0,1.0,0,0
CUST_013696,Johannesburg,7106.0,3109.7946648319253,4939.282997129334,other,0.0,4.0,5.0,0.0,13.0,0.0,0,0
CUST_005310,Port Elizabeth,,,,debt_consolidation,1.0,3.0,12.0,0.0,17.0,1.0,1,0
CUST_007239,Durban,,,,debt_consolidation,1.0,7.0,14.0,0.0,52.0,0.0,1,0
CUST_011462,Johannesburg,,,,debt_consolidation,0.0,4.0,15.0,0.0,41.0,0.0,1,0
CUST_010223,Pretoria,,,,auto,0.0,6.0,8.0,5.0,36.0,0.0,1,0
CUST_003145,Johannesburg,,,,education,0.0,6.0,7.0,0.0,34.0,0.0,1,0
CUST_005748,Pretoria,56074.0,14943.56671674086,28660.572006480957,vehicle,0.0,6.0,4.0,0.0,3.0,0.0,0,0
CUST_004668,Port Elizabeth,13101.810765400716,4367.378091828591,7239.515626860916,other,0.0,4.0,9.0,0.0,3.0,0.0,0,0
CUST_000384,Gqeberha,,,,car,1.0,10.0,9.0,0.0,21.0,1.0,1,0
CUST_011588,Johannesburg,,,,car,1.0,8.0,7.0,4.0,142.0,0.0,1,0
CUST_002797,Johannesburg,34094.9248360584,17362.546489934804,17782.69156843677,debt_consolidation,0.0,8.0,5.0,4.0,48.0,0.0,0,0
CUST_001791,Johannesburg,8001.463814455817,-1643.296281407631,4290.039705774832,home_improvement,0.0,5.0,7.0,0.0,108.0,0.0,0,0
CUST_006829,Durban,5205.11475030245,1665.0146481067434,1000.0,car,1.0,8.0,7.0,0.0,91.0,0.0,0,0
CUST_003056,Pretoria,5062.299657646768,3322.186709540825,3091.862027983108,debt_consolidation,0.0,4.0,6.0,0.0,128.0,0.0,0,0
CUST_004687,Johannesburg,6428.309524990761,2311.220908177427,3537.890706123614,home_improvement,0.0,1.0,12.0,3.0,72.0,0.0,0,0
CUST_014363,Durban,20532.669075025777,8000.276267185167,6683.337244430351,car,0.0,6.0,8.0,1.0,6.0,1.0,0,0
CUST_006382,Cape Town,11463.117332380509,2428.3263545589275,4376.94777946262,debt_consolidation,1.0,8.0,10.0,0.0,33.0,0.0,0,0
CUST_014348,Cape Town,,,,debt_consolidation,0.0,2.0,7.0,0.0,78.0,0.0,1,0
CUST_014901,Johannesburg,6748.306217356538,0.0,3541.4903571604686,debt_consolidation,0.0,7.0,12.0,0.0,39.0,0.0,0,0
CUST_007542_DUP,Johannesburg,15409.715272927791,10366.090759063783,8583.3625660894,debt_consolidation,0.0,4.0,7.0,0.0,57.0,0.0,0,0
CUST_013704,Cape Town,,,,debt_consolidation,0.0,7.0,11.0,0.0,66.0,0.0,1,0
CUST_004229,Cape Town,14841.490326564292,2556.4355026847456,5104.700037653446,other,0.0,2.0,13.0,0.0,175.0,0.0,0,0
CUST_002148,Cape Town,44812.25163680886,25464.747566771035,17785.264839049563,home improvement,0.0,2.0,7.0,0.0,159.0,0.0,0,0
CUST_011611,Pretoria,4767.709493026226,0.0,1000.0,business,1.0,8.0,5.0,0.0,0.0,1.0,0,0
CUST_006333,Cape Town,,955.3373632938776,2587.9120506903605,home_improvement,0.0,1.0,7.0,0.0,89.0,1.0,1,0
CUST_000693,Cape Town,14444.75299263882,5825.042643580508,5433.496147919682,education,0.0,3.0,8.0,1.0,79.0,1.0,0,0
CUST_012776,Cape Town,,,,business,0.0,5.0,9.0,2.0,19.0,0.0,1,0
CUST_007494,Cape Town,15160.554522805907,4865.395507707764,8233.893431544162,car,1.0,12.0,8.0,2.0,104.0,0.0,0,0
CUST_002674,Johannesburg,,,,debt_consolidation,0.0,3.0,11.0,6.0,0.0,0.0,1,0
CUST_010366,Cape Town,16697.412375359258,5624.4066876227935,12719.258823259062,debt_consolidation,1.0,3.0,7.0,2.0,36.0,0.0,0,0
CUST_009556,Port Elizabeth,4226.0,1777.3413387617347,1000.0,car,0.0,4.0,9.0,0.0,12.0,0.0,0,0
CUST_001255,Durban,30611.954592223126,7535.236188709799,19007.19225711912,car,0.0,2.0,4.0,1.0,24.0,0.0,0,0
CUST_001018,Cape Town,3292.809579607859,1262.4830325520925,1229.929996147,debt consolidation,1.0,6.0,6.0,0.0,16.0,1.0,0,0
CUST_010739_DUP,Johannesburg,10298.994826987851,4466.844545529886,4418.900480881176,medical,0.0,2.0,12.0,1.0,17.0,0.0,0,0
CUST_007076,Johannesburg,,,,debt_consolidate,0.0,10.0,12.0,0.0,78.0,0.0,1,0
CUST_006495,Pretoria,5404.005691066892,556.8147540794963,3121.029505015011,medical,1.0,1.0,12.0,0.0,46.0,1.0,0,0
CUST_010686,Johannesburg,6346.0,-787.9834331599617,2953.6358995730416,education,0.0,3.0,13.0,0.0,24.0,0.0,0,0
CUST_007305,Johannesburg,6501.072396228988,1718.384668809974,2688.862664530163,home_improvement,0.0,3.0,10.0,1.0,64.0,0.0,0,0
CUST_000827,Johannesburg,,,,other,0.0,1.0,10.0,2.0,5.0,1.0,1,0
CUST_002896,Port Elizabeth,8215.075614390851,2750.3454103613813,5990.462512930508,car,0.0,6.0,10.0,0.0,86.0,0.0,0,0
CUST_000488,Johannesburg,30498.68978120551,5997.991824293406,31889.38766031917,other,0.0,1.0,7.0,0.0,85.0,0.0,0,0
CUST_002067,Johannesburg,16585.05050627029,3047.1763474113386,9566.48902378436,car,0.0,2.0,8.0,0.0,83.0,0.0,0,0
CUST_001856,Johannesburg,,,,car,1.0,6.0,9.0,2.0,34.0,1.0,1,0
CUST_011220,Cape Town,7374.644609648962,2103.873535299281,2202.469032192722,education,1.0,10.0,11.0,0.0,45.0,0.0,0,0
CUST_000885,Durban,,,,debt_consolidation,1.0,10.0,11.0,0.0,101.0,0.0,1,0
CUST_013074,Cape Town,10843.912876000511,4220.058955923177,5453.1740402203295,debt_consolidation,0.0,4.0,9.0,0.0,56.0,0.0,0,0
CUST_013795,Gqeberha,13696.980957887796,714.2326099660935,9233.066155809218,car,0.0,5.0,7.0,2.0,25.0,0.0,0,0
CUST_004949,Gqeberha,43428.990811505806,12189.231638810215,16176.565976001848,home_improvement,0.0,5.0,4.0,0.0,30.0,0.0,0,0
CUST_001701,Pretoria,,,,home_improvement,1.0,5.0,7.0,2.0,139.0,1.0,1,0
CUST_008320,Cape Town,4471.868604691232,2093.793301368362,3510.5458072428937,debt_consolidation,0.0,6.0,9.0,1.0,57.0,0.0,0,0
CUST_014250,Pretoria,25121.0,13160.718939280276,14973.125482805164,medical,0.0,2.0,8.0,0.0,67.0,0.0,0,0
CUST_011184,Cape Town,24032.26918388156,10727.834616628032,8068.34384580794,car,0.0,5.0,7.0,0.0,44.0,0.0,0,0
CUST_014590,Johannesburg,,,,business,1.0,5.0,8.0,0.0,11.0,0.0,1,0
CUST_002551_DUP,Johannesburg,41414.09406174923,21279.21628006585,27240.801516548094,car,0.0,3.0,13.0,3.0,86.0,0.0,0,0
CUST_010923,Johannesburg,10987.058629970365,5359.298611533682,5576.107770450261,home_improvement,0.0,5.0,10.0,0.0,11.0,1.0,0,0
CUST_008614,Johannesburg,,,,business,0.0,7.0,8.0,0.0,20.0,0.0,1,0
CUST_013268,Durban,17037.289711795074,5825.42916312989,5591.962686697625,car,0.0,8.0,4.0,0.0,32.0,0.0,0,0
CUST_007862,Johannesburg,,,,debt_consolidation,0.0,3.0,9.0,0.0,21.0,0.0,1,0
CUST_014244,Cape Town,36795.62843855386,19868.0426255514,13772.695075597025,education,0.0,1.0,6.0,3.0,4.0,0.0,0,0
CUST_001080,Pretoria,,,,debt_consolidation,0.0,3.0,15.0,0.0,93.0,0.0,1,0
CUST_014421,Pretoria,13870.4621010617,6561.724689086611,5564.401939755905,business,0.0,7.0,7.0,2.0,44.0,0.0,0,0
CUST_005039,Durban,8774.209995498173,3366.951342509717,4692.227278879245,debt_consolidation,1.0,4.0,15.0,3.0,86.0,1.0,0,0
CUST_011881,Cape Town,18819.070260760825,6320.581095432333,6924.447459410681,debt_consolidation,0.0,4.0,10.0,0.0,4.0,0.0,0,0
CUST_006714,Gqeberha,10230.71775472786,2570.528854435331,4826.05474053241,debt_consolidation,0.0,4.0,7.0,0.0,69.0,0.0,0,0
CUST_014551,Johannesburg,17178.839707271658,3431.7253776360603,2114.4088310700763,car,0.0,11.0,7.0,3.0,14.0,0.0,0,0
CUST_000087,Durban,,,,medical,1.0,7.0,11.0,0.0,13.0,0.0,1,0
CUST_005066_DUP,Johannesburg,,,,debt_consolidation,0.0,1.0,8.0,0.0,64.0,0.0,1,0
CUST_008727,Cape Town,48299.292194965805,20327.297178531287,18338.582496282477,debt_consolidation,0.0,3.0,9.0,1.0,29.0,0.0,0,0
CUST_007687,Durban,,,,other,0.0,2.0,8.0,0.0,15.0,0.0,1,0
CUST_009998,Pretoria,3368.0,1326.2977199237605,1230.9112732194678,education,1.0,4.0,8.0,3.0,5.0,0.0,0,0
CUST_005099,Cape Town,,,,other,1.0,7.0,11.0,0.0,102.0,0.0,1,0
CUST_002263,Gqeberha,12153.596309734545,6622.576523545819,3533.310272284685,business,1.0,3.0,10.0,0.0,32.0,0.0,0,0
CUST_011594,Johannesburg,8669.480613038575,3616.5683122265887,4926.070448230678,debt_consolidation,1.0,8.0,8.0,0.0,34.0,0.0,0,0
CUST_009538,Durban,11086.237594903914,2714.6818300611,4987.821868839389,education,0.0,4.0,10.0,0.0,6.0,0.0,0,0
CUST_004004,Johannesburg,,14485.52752197564,28415.12642618482,business,0.0,3.0,5.0,0.0,95.0,0.0,1,0
CUST_002310,Johannesburg,10411.1916699302,3442.6520962748714,6874.852861351792,home_improvement,0.0,6.0,9.0,0.0,30.0,1.0,0,0
CUST_008296,Port Elizabeth,,,,debt_consolidation,0.0,3.0,12.0,0.0,113.0,0.0,1,0
CUST_009066,Cape Town,,,,debt_consolidation,1.0,5.0,12.0,0.0,130.0,0.0,1,0
CUST_011712,Johannesburg,43008.818808034135,22426.757317481868,24779.150083048036,home_improvement,1.0,5.0,12.0,1.0,50.0,0.0,0,0
CUST_007102,Johannesburg,,,,debt_consolidation,1.0,4.0,7.0,0.0,30.0,0.0,1,0
CUST_012043,Gqeberha,39103.96242169406,18667.17083711688,18534.839991601973,medical,0.0,2.0,9.0,0.0,76.0,0.0,0,0
CUST_004806,Cape Town,,,,car,1.0,6.0,16.0,0.0,45.0,0.0,1,0
CUST_008080,Cape Town,46636.92836427692,-7760.2556480348285,33343.33998705776,debt_consolidation,0.0,2.0,5.0,0.0,106.0,1.0,0,0
